Old Key,New Key,Value,Suggested Key,Suggested Key Value
license.wizard.license.agpl3.description,license-wizard.license.agpl3.description,"The AGPL license differs from the other GNU licenses in that it was built for network software. You can distribute modified versions if you keep track of the changes and the date you made them. As per usual with GNU licenses, you must license derivatives under AGPL. It provides the same restrictions and freedoms as the GPLv3 but with an additional clause which makes it so that source code must be distributed along with web publication. Since web sites and services are never distributed in the traditional sense, the AGPL is the GPL of the web.",,"The AGPL license differs from the other GNU licenses in that it was built for network software. You can distribute modified versions if you keep track of the changes and the date you made them. As per usual with GNU licenses, you must license derivatives under AGPL. It provides the same restrictions and freedoms as the GPLv3 but with an additional clause which makes it so that source code must be distributed along with web publication. Since web sites and services are never distributed in the traditional sense, the AGPL is the GPL of the web."
license.wizard.license.agpl3plus.name,COULD_NOT_BE_AUTO_REPLACE,GNU Affero General Public License v3.0 or later,license-wizard.license.agpl3plus.name,GNU Affero General Public License v3.0 or later(2)
license.wizard.license.agpl3plus.description,license-wizard.license.agpl3plus.description,"The AGPL license differs from the other GNU licenses in that it was built for network software. You can distribute modified versions if you keep track of the changes and the date you made them. As per usual with GNU licenses, you must license derivatives under AGPL. It provides the same restrictions and freedoms as the GPLv3 but with an additional clause which makes it so that source code must be distributed along with web publication. Since web sites and services are never distributed in the traditional sense, the AGPL is the GPL of the web. This license identifier refers to the choice to use code under AGPL-3.0-or-later (i.e., AGPL-3.0 or some later version), as distinguished from use of code under AGPL-3.0-only",,"The AGPL license differs from the other GNU licenses in that it was built for network software. You can distribute modified versions if you keep track of the changes and the date you made them. As per usual with GNU licenses, you must license derivatives under AGPL. It provides the same restrictions and freedoms as the GPLv3 but with an additional clause which makes it so that source code must be distributed along with web publication. Since web sites and services are never distributed in the traditional sense, the AGPL is the GPL of the web. This license identifier refers to the choice to use code under AGPL-3.0-or-later (i.e., AGPL-3.0 or some later version), as distinguished from use of code under AGPL-3.0-only"
license.wizard.license.apache1.name,license-wizard.license.apache1.name,Apache License 1.0,,Apache License 1.0
license.wizard.license.apache1.description,license-wizard.license.apache1.description,This is the original Apache License which applies only to very old versions of Apache packages. Consider using a newer license. It allows you much freedom with the software.,,This is the original Apache License which applies only to very old versions of Apache packages. Consider using a newer license. It allows you much freedom with the software.
license.wizard.license.apache1_1.name,license-wizard.license.apache1_1.name,Apache License 1.1,,Apache License 1.1
license.wizard.license.apache1_1.description,license-wizard.license.apache1_1.description,This license allows you much freedom with the software and differs only slightly from version 1.0. Consider using a newer version.,,This license allows you much freedom with the software and differs only slightly from version 1.0. Consider using a newer version.
license.wizard.license.apache2.name,license-wizard.license.apache2.name,Apache License 2,,Apache License 2
license.wizard.license.apache2.description,license-wizard.license.apache2.description,"A license that allows you much freedom with the software, including an explicit right to a patent. ""State changes"" means that you have to include a notice in each file you modified. ",,"A license that allows you much freedom with the software, including an explicit right to a patent. ""State changes"" means that you have to include a notice in each file you modified. "
license.wizard.license.artistic1.name,license-wizard.license.artistic1.name,Artistic License 1.0,,Artistic License 1.0
license.wizard.license.artistic1.description,COULD_NOT_BE_AUTO_REPLACE,"NOTE: This license has been superseded by the Artistic License, Version 2.0. This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.",license-wizard.license.artistic1.description,"NOTE: This license has been superseded by the Artistic License, Version 2.0. This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.(2)"
license.wizard.license.artistic1Perl.name,license-wizard.license.artistic1Perl.name,Artistic License 1.0 (Perl),,Artistic License 1.0 (Perl)
license.wizard.license.artistic1Perl.description,COULD_NOT_BE_AUTO_REPLACE,"NOTE: This license has been superseded by the Artistic License, Version 2.0. This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.",license-wizard.license.artistic1Perl.description,"NOTE: This license has been superseded by the Artistic License, Version 2.0. This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.(2)"
license.wizard.license.artistic2.name,license-wizard.license.artistic2.name,Artistic License 2.0,,Artistic License 2.0
license.wizard.license.artistic2.description,license-wizard.license.artistic2.description,This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.,,This is a license for software packages with the intent of giving the original copyright holder some measure of control over his software while still remaining open source. It is flexible and allows you to distribute or sell modified versions as long as you fulfill one of various conditions. Look at section 4 in the full text for a better explanation.
license.wizard.license.bsd2c.name,license-wizard.license.bsd2c.name,"BSD 2-Clause ""Simplified"" License",,"BSD 2-Clause ""Simplified"" License"
license.wizard.license.bsd2c.description,license-wizard.license.bsd2c.description,The BSD 2-clause license allows you almost unlimited freedom with the software so long as you include the BSD copyright notice in it.,,The BSD 2-clause license allows you almost unlimited freedom with the software so long as you include the BSD copyright notice in it.
license.wizard.license.bsd3c.name,license-wizard.license.bsd3c.name,"BSD 3-Clause ""New"" or ""Revised"" License",,"BSD 3-Clause ""New"" or ""Revised"" License"
license.wizard.license.bsd3c.description,license-wizard.license.bsd3c.description,"The BSD 3-clause license allows you almost unlimited freedom with the software so long as you include the BSD copyright notice in it. ""Use trademark"" in this case means you cannot use the names of the original company or its members to endorse derived products.",,"The BSD 3-clause license allows you almost unlimited freedom with the software so long as you include the BSD copyright notice in it. ""Use trademark"" in this case means you cannot use the names of the original company or its members to endorse derived products."
license.wizard.license.ccBy.name,license-wizard.license.ccBy.name,Creative Commons Attribution 4.0 International,,Creative Commons Attribution 4.0 International
license.wizard.license.ccBy.description,license-wizard.license.ccBy.description,This is the standard creative commons license that gives others maximum freedom to do what they want with your work.,,This is the standard creative commons license that gives others maximum freedom to do what they want with your work.
license.wizard.license.ccByNc.name,license-wizard.license.ccByNc.name,Creative Commons Attribution Non Commercial 4.0 International,,Creative Commons Attribution Non Commercial 4.0 International
license.wizard.license.ccByNc.description,license-wizard.license.ccByNc.description,A creative commons license that bans commercial use.,,A creative commons license that bans commercial use.
license.wizard.license.ccByNcNd.name,license-wizard.license.ccByNcNd.name,Creative Commons Attribution Non Commercial No Derivatives 4.0 International,,Creative Commons Attribution Non Commercial No Derivatives 4.0 International
license.wizard.license.ccByNcNd.description,license-wizard.license.ccByNcNd.description,The most restrictive creative commons license. This only allows people to download and share your work for no commercial gain and for no other purposes.,,The most restrictive creative commons license. This only allows people to download and share your work for no commercial gain and for no other purposes.
license.wizard.license.ccByNcSa.name,license-wizard.license.ccByNcSa.name,Creative Commons Attribution Non Commercial Share Alike 4.0 International,,Creative Commons Attribution Non Commercial Share Alike 4.0 International
license.wizard.license.ccByNcSa.description,license-wizard.license.ccByNcSa.description,A creative commons license that bans commercial use and requires you to release any modified works under this license.,,A creative commons license that bans commercial use and requires you to release any modified works under this license.
license.wizard.license.ccByNd.name,license-wizard.license.ccByNd.name,Creative Commons Attribution No Derivatives 4.0 International,,Creative Commons Attribution No Derivatives 4.0 International
license.wizard.license.ccByNd.description,license-wizard.license.ccByNd.description,The no derivatives creative commons license is straightforward; you can take a work released under this license and re-distribute it but you cannot change it.,,The no derivatives creative commons license is straightforward; you can take a work released under this license and re-distribute it but you cannot change it.
license.wizard.license.ccBySa.name,license-wizard.license.ccBySa.name,Creative Commons Attribution Share Alike 4.0 International,,Creative Commons Attribution Share Alike 4.0 International
license.wizard.license.ccBySa.description,license-wizard.license.ccBySa.description,"This creative commons license is very similar to the regular Attribution license, but requires you to release all derivative works under this same license.",,"This creative commons license is very similar to the regular Attribution license, but requires you to release all derivative works under this same license."
license.wizard.license.ccPublicDomain.name,license-wizard.license.ccPublicDomain.name,Public Domain Mark,,Public Domain Mark
license.wizard.license.ccPublicDomain.description,license-wizard.license.ccPublicDomain.description,"The work identified as being free of known restrictions under copyright law, including all related and neighboring rights.",,"The work identified as being free of known restrictions under copyright law, including all related and neighboring rights."
license.wizard.license.ccZero.name,license-wizard.license.ccZero.name,Creative Commons Zero v1.0 Universal,,Creative Commons Zero v1.0 Universal
license.wizard.license.ccZero.description,license-wizard.license.ccZero.description,"CC Zero enables scientists, educators, artists and other creators and owners of copyright- or database-protected content to waive those interests in their works and thereby place them as completely as possible in the public domain, so that others may freely build upon, enhance and reuse the works for any purposes without restriction under copyright or database law.",,"CC Zero enables scientists, educators, artists and other creators and owners of copyright- or database-protected content to waive those interests in their works and thereby place them as completely as possible in the public domain, so that others may freely build upon, enhance and reuse the works for any purposes without restriction under copyright or database law."
license.wizard.license.cddl1.name,license-wizard.license.cddl1.name,Common Development and Distribution License 1.0,,Common Development and Distribution License 1.0
license.wizard.license.cddl1.description,license-wizard.license.cddl1.description,"This is a very permissive and popular license made by Sun Microsystems that also includes explicit patent grants. It is relatively simplistic in its conditions, requiring only a small amount of documentation for redistribution (applying to source as well as modified code).",,"This is a very permissive and popular license made by Sun Microsystems that also includes explicit patent grants. It is relatively simplistic in its conditions, requiring only a small amount of documentation for redistribution (applying to source as well as modified code)."
license.wizard.license.cddl1_1.name,license-wizard.license.cddl1_1.name,Common Development and Distribution License 1.1,,Common Development and Distribution License 1.1
license.wizard.license.cddl1_1.description,license-wizard.license.cddl1_1.description,"Oracle version of 1.0. This is a very permissive and popular license made by Sun Microsystems that also includes explicit patent grants. It is relatively simplistic in its conditions, requiring only a small amount of documentation for redistribution (applying to source as well as modified code).",,"Oracle version of 1.0. This is a very permissive and popular license made by Sun Microsystems that also includes explicit patent grants. It is relatively simplistic in its conditions, requiring only a small amount of documentation for redistribution (applying to source as well as modified code)."
license.wizard.license.epl1.name,license-wizard.license.epl1.name,Eclipse Public License 1.0,,Eclipse Public License 1.0
license.wizard.license.epl1.description,COULD_NOT_BE_AUTO_REPLACE,"This license, made and used by the Eclipse Foundation, isn’t all too stringent and gives both copyright and explicit patent rights. Check the full text of the license to see how liability is accorded.",license-wizard.license.epl1.description,"This license, made and used by the Eclipse Foundation, isn’t all too stringent and gives both copyright and explicit patent rights. Check the full text of the license to see how liability is accorded.(2)"
license.wizard.license.epl2.name,license-wizard.license.epl2.name,Eclipse Public License 2.0,,Eclipse Public License 2.0
license.wizard.license.epl2.description,COULD_NOT_BE_AUTO_REPLACE,"This license, made and used by the Eclipse Foundation, isn’t all too stringent and gives both copyright and explicit patent rights. Check the full text of the license to see how liability is accorded.",license-wizard.license.epl2.description,"This license, made and used by the Eclipse Foundation, isn’t all too stringent and gives both copyright and explicit patent rights. Check the full text of the license to see how liability is accorded.(2)"
license.wizard.license.gpl2.name,license-wizard.license.gpl2.name,GNU General Public License v2.0 only,,GNU General Public License v2.0 only
license.wizard.license.gpl2.description,license-wizard.license.gpl2.description,Standard GNU GPL version 2 but without support for later versions i.e. you cannot relicense under GPL 3.,,Standard GNU GPL version 2 but without support for later versions i.e. you cannot relicense under GPL 3.
license.wizard.license.gpl2plus.name,license-wizard.license.gpl2plus.name,GNU General Public License v2.0 or later,,GNU General Public License v2.0 or later
license.wizard.license.gpl2plus.description,license-wizard.license.gpl2plus.description,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep all modifications under GPL. You can distribute your application using a GPL library commercially, but you must also disclose the source code.",,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep all modifications under GPL. You can distribute your application using a GPL library commercially, but you must also disclose the source code."
license.wizard.license.gpl3.name,license-wizard.license.gpl3.name,GNU General Public License v3.0 only,,GNU General Public License v3.0 only
license.wizard.license.gpl3.description,COULD_NOT_BE_AUTO_REPLACE,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep modifications under GPL. You can distribute your application using a GPL library commercially, but you must also provide the source code. GPL 3 tries to close some loopholes in GPL 2.",license-wizard.license.gpl3.description,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep modifications under GPL. You can distribute your application using a GPL library commercially, but you must also provide the source code. GPL 3 tries to close some loopholes in GPL 2.(2)"
license.wizard.license.gpl3plus.name,license-wizard.license.gpl3plus.name,GNU General Public License v3.0 or later,,GNU General Public License v3.0 or later
license.wizard.license.gpl3plus.description,COULD_NOT_BE_AUTO_REPLACE,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep modifications under GPL. You can distribute your application using a GPL library commercially, but you must also provide the source code. GPL 3 tries to close some loopholes in GPL 2.",license-wizard.license.gpl3plus.description,"You may copy, distribute and modify the software as long as you track changes/dates of in source files and keep modifications under GPL. You can distribute your application using a GPL library commercially, but you must also provide the source code. GPL 3 tries to close some loopholes in GPL 2.(2)"
license.wizard.license.lgpl2.name,license-wizard.license.lgpl2.name,GNU Library General Public License v2 only,,GNU Library General Public License v2 only
license.wizard.license.lgpl2.description,license-wizard.license.lgpl2.description,Standard GNU LGPL version 2.0 but without support for later versions i.e. you cannot relicense under LGPL 3.,,Standard GNU LGPL version 2.0 but without support for later versions i.e. you cannot relicense under LGPL 3.
license.wizard.license.lgpl2plus.name,license-wizard.license.lgpl2plus.name,GNU Library General Public License v2 or later,,GNU Library General Public License v2 or later
license.wizard.license.lgpl2plus.description,license-wizard.license.lgpl2plus.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.0. Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be.",,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.0. Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be."
license.wizard.license.lgpl2_1.name,license-wizard.license.lgpl2_1.name,GNU Lesser General Public License v2.1 only,,GNU Lesser General Public License v2.1 only
license.wizard.license.lgpl2_1.description,license-wizard.license.lgpl2_1.description,Standard GNU LGPL version 2.1 but without support for later versions i.e. you cannot relicense under LGPL 3.,,Standard GNU LGPL version 2.1 but without support for later versions i.e. you cannot relicense under LGPL 3.
license.wizard.license.lgpl2_1plus.name,license-wizard.license.lgpl2_1plus.name,GNU Lesser General Public License v2.1 or later,,GNU Lesser General Public License v2.1 or later
license.wizard.license.lgpl2_1plus.description,license-wizard.license.lgpl2_1plus.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1. Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be.",,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1. Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be."
license.wizard.license.lgpl3.name,license-wizard.license.lgpl3.name,GNU Lesser General Public License v3.0 only,,GNU Lesser General Public License v3.0 only
license.wizard.license.lgpl3.description,COULD_NOT_BE_AUTO_REPLACE,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1.  Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be. LGPL 3 tries to close some loopholes in LGPL 2.1.",license-wizard.license.lgpl3.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1.  Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be. LGPL 3 tries to close some loopholes in LGPL 2.1.(2)"
license.wizard.license.lgpl3plus.name,license-wizard.license.lgpl3plus.name,GNU Lesser General Public License v3.0 or later,,GNU Lesser General Public License v3.0 or later
license.wizard.license.lgpl3plus.description,COULD_NOT_BE_AUTO_REPLACE,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1.  Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be. LGPL 3 tries to close some loopholes in LGPL 2.1.",license-wizard.license.lgpl3plus.description,"You may copy, distribute and modify the software provided that modifications are described inside the modified files and licensed for free under LGPL-2.1.  Derivatives or non-separate (statically-linked) works of the software must be licensed under LGPL, but separate, parent projects don't have to be. LGPL 3 tries to close some loopholes in LGPL 2.1.(2)"
license.wizard.license.mit.name,license-wizard.license.mit.name,MIT License,,MIT License
license.wizard.license.mit.description,license-wizard.license.mit.description,"A short, permissive software license. Basically, you can do whatever you want as long as you include the original copyright and license.",,"A short, permissive software license. Basically, you can do whatever you want as long as you include the original copyright and license."
license.wizard.license.mpl1.name,license-wizard.license.mpl1.name,Mozilla Public License 1.0,,Mozilla Public License 1.0
license.wizard.license.mpl1.description,license-wizard.license.mpl1.description,This license has been superseded by 1.1. It is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.,,This license has been superseded by 1.1. It is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.
license.wizard.license.mpl1_1.name,license-wizard.license.mpl1_1.name,Mozilla Public License 1.1,,Mozilla Public License 1.1
license.wizard.license.mpl1_1.description,license-wizard.license.mpl1_1.description,This license has been superseded by 2.0. It is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.,,This license has been superseded by 2.0. It is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.
license.wizard.license.mpl2.name,license-wizard.license.mpl2.name,Mozilla Public License 2.0,,Mozilla Public License 2.0
license.wizard.license.mpl2.description,license-wizard.license.mpl2.description,This is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.,,This is a lenient license used by the Mozilla Corporation that allows you a variety of explicit freedoms with the software so long as you keep modifications under this license and distribute the original source code alongside executables. It is a good midway license; it isn’t very strict and has only straightforward requirements.
license.wizard.license.odbl.name,license-wizard.license.odbl.name,Open Data Commons Open Database License v1.0,,Open Data Commons Open Database License v1.0
license.wizard.license.odbl.description,license-wizard.license.odbl.description,A copyleft license used by OpenStreetMap and others with very specific terms designed for databases.,,A copyleft license used by OpenStreetMap and others with very specific terms designed for databases.
license.wizard.license.odcBy.name,license-wizard.license.odcBy.name,Open Data Commons Attribution License v1.0,,Open Data Commons Attribution License v1.0
license.wizard.license.odcBy.description,license-wizard.license.odcBy.description,"The Open Data Commons Attribution License is a license agreement intended to allow users to freely share, modify, and use this Database subject only to the attribution requirements set out in Section 4 of the license text.",,"The Open Data Commons Attribution License is a license agreement intended to allow users to freely share, modify, and use this Database subject only to the attribution requirements set out in Section 4 of the license text."
license.wizard.license.pddl.name,license-wizard.license.pddl.name,Open Data Commons Public Domain Dedication and License,,Open Data Commons Public Domain Dedication and License
license.wizard.license.pddl.description,license-wizard.license.pddl.description,"This license is meant to be an international, database-specific equivalent of the public domain. You cannot relicense or sublicense any database under this license because, like the public domain, after dedication you no longer own any rights to the database.",,"This license is meant to be an international, database-specific equivalent of the public domain. You cannot relicense or sublicense any database under this license because, like the public domain, after dedication you no longer own any rights to the database."
license.wizard.search,license-wizard.search,Search license...,,Search license...
license.wizard.reset,license-wizard.reset,Reset form,,Reset form
versions.versionId,COULD_NOT_BE_AUTO_REPLACE,Version,dmp.versions.versionId,Version(3)
versions.versionName,COULD_NOT_BE_AUTO_REPLACE,Name,dmp.versions.versionName,Name(3)
versions.versionDate,dmp.versions.versionDate,Date,,Date
versions.editor,COULD_NOT_BE_AUTO_REPLACE,Editor,dmp.versions.editor,Editor
versions.list.no.data,dmp.versions.list.no.data,No versions available.,,No versions available.
versions.view.button.goto.latest,dmp.versions.view.button.goto.latest,Go to living document,,Go to living document
versions.view.button.versions,dmp.versions.view.button.versions,Go back to version overview,,Go back to version overview
versions.view.button.expand,dmp.versions.view.button.expand,Expand all,,Expand all
versions.view.button.collapse,dmp.versions.view.button.collapse,Collapse all,,Collapse all
versions.view.project.heading,dmp.versions.view.project.heading,Project,,Project
versions.view.contributors.heading,dmp.versions.view.contributors.heading,People involved,,People involved
versions.view.datasets.heading,COULD_NOT_BE_AUTO_REPLACE,Datasets,dmp.versions.view.datasets.heading,Datasets(3)
versions.view.datasets.size,COULD_NOT_BE_AUTO_REPLACE,Size,dmp.versions.view.datasets.size,Size(2)
versions.view.datasets.description,COULD_NOT_BE_AUTO_REPLACE,Description,dmp.versions.view.datasets.description,Description(6)
versions.view.datasets.license,COULD_NOT_BE_AUTO_REPLACE,License,dmp.versions.view.datasets.license,License(3)
versions.view.datasets.retention.period,dmp.versions.view.datasets.retention.period,Retention period,,Retention period
versions.view.datasets.data.none,dmp.versions.view.datasets.data.none,Why no data will be created or analysed,,Why no data will be created or analysed
versions.view.datasets.data.unknown,dmp.versions.view.datasets.data.unknown,Not yet known if data will be created or analysed.,,Not yet known if data will be created or analysed.
versions.view.datasets.restrictions.label,COULD_NOT_BE_AUTO_REPLACE,Restrictions,dmp.versions.view.datasets.restrictions.label,Restrictions(2)
versions.view.datasets.restrictions.sensitive,dmp.versions.view.datasets.restrictions.sensitive,Contains sensitive data,,Contains sensitive data
versions.view.datasets.restrictions.personal,dmp.versions.view.datasets.restrictions.personal,Contains personal data,,Contains personal data
versions.view.datasets.restrictions.legal,dmp.versions.view.datasets.restrictions.legal,Legal restrictions on data processing or sharing,,Legal restrictions on data processing or sharing
versions.view.datasets.data.access.label,dmp.versions.view.datasets.data.access.label,Data access,,Data access
versions.view.datasets.data.access.public,dmp.versions.view.datasets.data.access.public,Public,,Public
versions.view.datasets.data.access.selected,dmp.versions.view.datasets.data.access.selected,For selected project members,,For selected project members
versions.view.datasets.data.access.other,dmp.versions.view.datasets.data.access.other,For other project members,,For other project members
versions.view.datasets.deletion.date,COULD_NOT_BE_AUTO_REPLACE,Date of deletion,dmp.versions.view.datasets.deletion.date,Date of deletion(2)
versions.view.datasets.deletion.reason,COULD_NOT_BE_AUTO_REPLACE,Reason for deletion,dmp.versions.view.datasets.deletion.reason,Reason for deletion(2)
versions.view.datasets.deletion.person,COULD_NOT_BE_AUTO_REPLACE,Person responsible for deletion,dmp.versions.view.datasets.deletion.person,Person responsible for deletion(2)
versions.view.documentation.heading,COULD_NOT_BE_AUTO_REPLACE,Documentation and data quality,dmp.versions.view.documentation.heading,Documentation and data quality(2)
versions.view.documentation.data.generation,dmp.versions.view.documentation.data.generation,Research data generation/reuse and methods and software used,,Research data generation/reuse and methods and software used
versions.view.documentation.structure,dmp.versions.view.documentation.structure,Data structure and versioning,,Data structure and versioning
versions.view.documentation.documentation,dmp.versions.view.documentation.documentation,Documentation for data analysis and reuse,,Documentation for data analysis and reuse
versions.view.documentation.metadata,dmp.versions.view.documentation.metadata,Metadata that will be provided,,Metadata that will be provided
versions.view.documentation.data.quality,dmp.versions.view.documentation.data.quality,Control of data consistency and quality,,Control of data consistency and quality
versions.view.legal.heading,COULD_NOT_BE_AUTO_REPLACE,Legal and ethical aspects,dmp.versions.view.legal.heading,Legal and ethical aspects(2)
versions.view.legal.sensitive.data.present,dmp.versions.view.legal.sensitive.data.present,Data or part of it is sensitive,,Data or part of it is sensitive
versions.view.legal.sensitive.data.security,dmp.versions.view.legal.sensitive.data.security,Security measures to ensure data safety,,Security measures to ensure data safety
versions.view.legal.sensitive.data.other.security,dmp.versions.view.legal.sensitive.data.other.security,Other security measures,,Other security measures
versions.view.legal.sensitive.data.access,dmp.versions.view.legal.sensitive.data.access,Authorised to access sensitive data,,Authorised to access sensitive data
versions.view.legal.personal.data.present,dmp.versions.view.legal.personal.data.present,Personal data will be collected/used,,Personal data will be collected/used
versions.view.legal.personal.data.compliance,dmp.versions.view.legal.personal.data.compliance,Compliance with data protection will be ensured by,,Compliance with data protection will be ensured by
versions.view.legal.personal.data.other.compliance,COULD_NOT_BE_AUTO_REPLACE,Other measures,dmp.versions.view.legal.personal.data.other.compliance,Other measures(2)
versions.view.legal.restrictions.present,dmp.versions.view.legal.restrictions.present,There are legal restrictions on data processing/sharing,,There are legal restrictions on data processing/sharing
versions.view.legal.restrictions.comment,COULD_NOT_BE_AUTO_REPLACE,Restrictions,dmp.versions.view.legal.restrictions.comment,Restrictions(2)
versions.view.legal.restrictions.documents,dmp.versions.view.legal.restrictions.documents,Documents specifying restrictions,,Documents specifying restrictions
versions.view.legal.restrictions.other.documents,COULD_NOT_BE_AUTO_REPLACE,Other documents,dmp.versions.view.legal.restrictions.other.documents,Other documents(2)
versions.view.legal.restrictions.data.rights.access,dmp.versions.view.legal.restrictions.data.rights.access,Rights and control over access to produced data,,Rights and control over access to produced data
versions.view.ethical.human.participants,dmp.versions.view.ethical.human.participants,Human participants are involved,,Human participants are involved
versions.view.ethical.issues,dmp.versions.view.ethical.issues,Other ethical issues are associated with the research,,Other ethical issues are associated with the research
versions.view.ethical.committee.reviewed,dmp.versions.view.ethical.committee.reviewed,Research plan was reviewed by an ethics committee,,Research plan was reviewed by an ethics committee
versions.view.storage.heading,COULD_NOT_BE_AUTO_REPLACE,Storage,dmp.versions.view.storage.heading,Storage(2)
versions.view.storage.datasets,COULD_NOT_BE_AUTO_REPLACE,Datasets,dmp.versions.view.storage.datasets,Datasets(3)
versions.view.storage.url,COULD_NOT_BE_AUTO_REPLACE,URL,dmp.versions.view.storage.url,URL(3)
versions.view.storage.location,dmp.versions.view.storage.location,Storage location,,Storage location
versions.view.storage.backup.location,dmp.versions.view.storage.backup.location,Backup location,,Backup location
versions.view.storage.backup.frequency,dmp.versions.view.storage.backup.frequency,Backup frequency,,Backup frequency
versions.view.reuse.heading,dmp.versions.view.reuse.heading,Reuse,,Reuse
versions.view.reuse.target.audience,COULD_NOT_BE_AUTO_REPLACE,Target audience,dmp.versions.view.reuse.target.audience,Target audience(2)
versions.view.reuse.tools,dmp.versions.view.reuse.tools,Tools or software needed to access data,,Tools or software needed to access data
versions.view.reuse.restricted.data.access,dmp.versions.view.reuse.restricted.data.access,Restricted data access,,Restricted data access
versions.view.reuse.access.info.restricted,dmp.versions.view.reuse.access.info.restricted,Why some datasets have access restrictions,,Why some datasets have access restrictions
versions.view.reuse.access.info.closed,dmp.versions.view.reuse.access.info.closed,Why some datasets are closed and not accessible,,Why some datasets are closed and not accessible
versions.view.repositories.heading,COULD_NOT_BE_AUTO_REPLACE,Repositories,dmp.versions.view.repositories.heading,Repositories(2)
versions.view.repositories.datasets,COULD_NOT_BE_AUTO_REPLACE,Datasets,dmp.versions.view.repositories.datasets,Datasets(3)
versions.view.costs.heading,COULD_NOT_BE_AUTO_REPLACE,Costs,dmp.versions.view.costs.heading,Costs(2)
enum.accessright.READ,MISSING_IN_NEW_JSON,reading only,,
enum.accessright.WRITE,MISSING_IN_NEW_JSON,writing,,
enum.accessright.NONE,MISSING_IN_NEW_JSON,no access,,
enum.agreement.CONSORTIUM_AGREEMENT,MISSING_IN_NEW_JSON,consortium agreement,,
enum.agreement.DATA_PROCESSING_AGREEMENT,MISSING_IN_NEW_JSON,data processing agreement,,
enum.agreement.DATA_TRANSFER_AGREEMENT,MISSING_IN_NEW_JSON,data transfer agreement,,
enum.agreement.JOINT_CONTROL_AGREEMENT,MISSING_IN_NEW_JSON,joint control agreement,,
enum.agreement.CONFIDENTIALITY_AGREEMENT,MISSING_IN_NEW_JSON,confidentiality agreement,,
enum.agreement.OTHER,MISSING_IN_NEW_JSON,other,,
enum.compliance.INFORMED_CONSENT,MISSING_IN_NEW_JSON,by gaining informed consent for processing personal data ,,
